GEOID_ZCTA5_20,NAMELSAD_ZCTA5_20,GEOID_COUNTY_20,NAMELSAD_COUNTY_20
52035,ZCTA5 52035,19043,Clayton County
52035,ZCTA5 52035,19055,Delaware County
52036,ZCTA5 52036,19055,Delaware County
52037,ZCTA5 52037,19045,Clinton County
52037,ZCTA5 52037,19097,Jackson County
52038,ZCTA5 52038,19055,Delaware County
52039,ZCTA5 52039,19061,Dubuque County
52040,ZCTA5 52040,19055,Delaware County
52040,ZCTA5 52040,19061,Dubuque County
52041,ZCTA5 52041,19055,Delaware County
52042,ZCTA5 52042,19043,Clayton County
52042,ZCTA5 52042,19055,Delaware County
52043,ZCTA5 52043,19043,Clayton County
52044,ZCTA5 52044,19043,Clayton County
52045,ZCTA5 52045,19061,Dubuque County
52046,ZCTA5 52046,19061,Dubuque County
52047,ZCTA5 52047,19043,Clayton County
52048,ZCTA5 52048,19043,Clayton County
52049,ZCTA5 52049,19043,Clayton County
52050,ZCTA5 52050,19043,Clayton County
52050,ZCTA5 52050,19055,Delaware County
52052,ZCTA5 52052,19043,Clayton County
52052,ZCTA5 52052,19061,Dubuque County
52053,ZCTA5 52053,19043,Clayton County
52053,ZCTA5 52053,19061,Dubuque County
52054,ZCTA5 52054,19061,Dubuque County
52054,ZCTA5 52054,19097,Jackson County
52056,ZCTA5 52056,19061,Dubuque County
52057,ZCTA5 52057,19055,Delaware County
52060,ZCTA5 52060,19045,Clinton County
52060,ZCTA5 52060,19097,Jackson County
52064,ZCTA5 52064,19045,Clinton County
52064,ZCTA5 52064,19097,Jackson County
52065,ZCTA5 52065,19055,Delaware County
52065,ZCTA5 52065,19061,Dubuque County
52066,ZCTA5 52066,19043,Clayton County
52068,ZCTA5 52068,19061,Dubuque County
52069,ZCTA5 52069,19045,Clinton County
52069,ZCTA5 52069,19097,Jackson County
52070,ZCTA5 52070,19045,Clinton County
52070,ZCTA5 52070,19097,Jackson County
52071,ZCTA5 52071,19097,Jackson County
52072,ZCTA5 52072,19043,Clayton County
52073,ZCTA5 52073,19043,Clayton County
52073,ZCTA5 52073,19061,Dubuque County
52074,ZCTA5 52074,19097,Jackson County
52075,ZCTA5 52075,19097,Jackson County
52076,ZCTA5 52076,19043,Clayton County
52076,ZCTA5 52076,19055,Delaware County
52076,ZCTA5 52076,19065,Fayette County
52077,ZCTA5 52077,19043,Clayton County
52078,ZCTA5 52078,19055,Delaware County
52078,ZCTA5 52078,19061,Dubuque County
52079,ZCTA5 52079,19061,Dubuque County
52079,ZCTA5 52079,19097,Jackson County
52101,ZCTA5 52101,19005,Allamakee County
52101,ZCTA5 52101,19191,Winneshiek County
52132,ZCTA5 52132,19089,Howard County
52132,ZCTA5 52132,19191,Winneshiek County
52133,ZCTA5 52133,19065,Fayette County
52133,ZCTA5 52133,19191,Winneshiek County
52134,ZCTA5 52134,19089,Howard County
52135,ZCTA5 52135,19043,Clayton County
52135,ZCTA5 52135,19065,Fayette County
52136,ZCTA5 52136,19089,Howard County
52136,ZCTA5 52136,19191,Winneshiek County
52140,ZCTA5 52140,19005,Allamakee County
52140,ZCTA5 52140,19191,Winneshiek County
52141,ZCTA5 52141,19043,Clayton County
52141,ZCTA5 52141,19065,Fayette County
52142,ZCTA5 52142,19065,Fayette County
52144,ZCTA5 52144,19065,Fayette County
52144,ZCTA5 52144,19191,Winneshiek County
52146,ZCTA5 52146,19005,Allamakee County
52147,ZCTA5 52147,19065,Fayette County
52151,ZCTA5 52151,19005,Allamakee County
52154,ZCTA5 52154,19037,Chickasaw County
52154,ZCTA5 52154,19089,Howard County
52155,ZCTA5 52155,19089,Howard County
52156,ZCTA5 52156,19005,Allamakee County
52156,ZCTA5 52156,19043,Clayton County
52157,ZCTA5 52157,19043,Clayton County
52158,ZCTA5 52158,19043,Clayton County
52159,ZCTA5 52159,19005,Allamakee County
52159,ZCTA5 52159,19043,Clayton County
52160,ZCTA5 52160,19005,Allamakee County
52161,ZCTA5 52161,19065,Fayette County
52161,ZCTA5 52161,19191,Winneshiek County
52162,ZCTA5 52162,19005,Allamakee County
52162,ZCTA5 52162,19043,Clayton County
52162,ZCTA5 52162,19065,Fayette County
52162,ZCTA5 52162,19191,Winneshiek County
52163,ZCTA5 52163,19089,Howard County
52164,ZCTA5 52164,19065,Fayette County
52165,ZCTA5 52165,19191,Winneshiek County
52166,ZCTA5 52166,19065,Fayette County
52168,ZCTA5 52168,19191,Winneshiek County
52169,ZCTA5 52169,19043,Clayton County
52169,ZCTA5 52169,19065,Fayette County
52170,ZCTA5 52170,19005,Allamakee County
52171,ZCTA5 52171,19037,Chickasaw County
52171,ZCTA5 52171,19065,Fayette County
52171,ZCTA5 52171,19191,Winneshiek County
52172,ZCTA5 52172,19005,Allamakee County
52172,ZCTA5 52172,19191,Winneshiek County
52175,ZCTA5 52175,19065,Fayette County
52201,ZCTA5 52201,19183,Washington County
52202,ZCTA5 52202,19113,Linn County
52203,ZCTA5 52203,19095,Iowa County
52203,ZCTA5 52203,19103,Johnson County
52203,ZCTA5 52203,19113,Linn County
52205,ZCTA5 52205,19105,Jones County
52205,ZCTA5 52205,19113,Linn County
52206,ZCTA5 52206,19011,Benton County
52207,ZCTA5 52207,19045,Clinton County
52207,ZCTA5 52207,19097,Jackson County
52208,ZCTA5 52208,19011,Benton County
52208,ZCTA5 52208,19095,Iowa County
52208,ZCTA5 52208,19157,Poweshiek County
52208,ZCTA5 52208,19171,Tama County
52209,ZCTA5 52209,19011,Benton County
52209,ZCTA5 52209,19095,Iowa County
52210,ZCTA5 52210,19011,Benton County
52210,ZCTA5 52210,19019,Buchanan County
52211,ZCTA5 52211,19157,Poweshiek County
52212,ZCTA5 52212,19105,Jones County
52213,ZCTA5 52213,19011,Benton County
52213,ZCTA5 52213,19113,Linn County
52214,ZCTA5 52214,19113,Linn County
52215,ZCTA5 52215,19157,Poweshiek County
52215,ZCTA5 52215,19171,Tama County
52216,ZCTA5 52216,19031,Cedar County
52216,ZCTA5 52216,19105,Jones County
52217,ZCTA5 52217,19171,Tama County
52218,ZCTA5 52218,19019,Buchanan County
52218,ZCTA5 52218,19055,Delaware County
52218,ZCTA5 52218,19113,Linn County
52219,ZCTA5 52219,19113,Linn County
52220,ZCTA5 52220,19095,Iowa County
52221,ZCTA5 52221,19095,Iowa County
52221,ZCTA5 52221,19157,Poweshiek County
52222,ZCTA5 52222,19095,Iowa County
52222,ZCTA5 52222,19157,Poweshiek County
52223,ZCTA5 52223,19055,Delaware County
52224,ZCTA5 52224,19011,Benton County
52224,ZCTA5 52224,19171,Tama County
52225,ZCTA5 52225,19011,Benton County
52225,ZCTA5 52225,19171,Tama County
52227,ZCTA5 52227,19103,Johnson County
52227,ZCTA5 52227,19113,Linn County
52228,ZCTA5 52228,19011,Benton County
52228,ZCTA5 52228,19103,Johnson County
52228,ZCTA5 52228,19113,Linn County
52229,ZCTA5 52229,19011,Benton County
52231,ZCTA5 52231,19107,Keokuk County
52232,ZCTA5 52232,19157,Poweshiek County
52233,ZCTA5 52233,19113,Linn County
52235,ZCTA5 52235,19103,Johnson County
52236,ZCTA5 52236,19095,Iowa County
52237,ZCTA5 52237,19055,Delaware County
52237,ZCTA5 52237,19061,Dubuque County
52237,ZCTA5 52237,19105,Jones County
52240,ZCTA5 52240,19103,Johnson County
52241,ZCTA5 52241,19103,Johnson County
52242,ZCTA5 52242,19103,Johnson County
52245,ZCTA5 52245,19103,Johnson County
52246,ZCTA5 52246,19103,Johnson County
52247,ZCTA5 52247,19103,Johnson County
52247,ZCTA5 52247,19183,Washington County
52248,ZCTA5 52248,19107,Keokuk County
52248,ZCTA5 52248,19183,Washington County
52249,ZCTA5 52249,19011,Benton County
52251,ZCTA5 52251,19095,Iowa County
52252,ZCTA5 52252,19105,Jones County
52253,ZCTA5 52253,19031,Cedar County
52253,ZCTA5 52253,19103,Johnson County
52253,ZCTA5 52253,19105,Jones County
52253,ZCTA5 52253,19113,Linn County
52254,ZCTA5 52254,19045,Clinton County
52255,ZCTA5 52255,19031,Cedar County
52257,ZCTA5 52257,19011,Benton County
52301,ZCTA5 52301,19011,Benton County
52301,ZCTA5 52301,19095,Iowa County
52302,ZCTA5 52302,19113,Linn County
52305,ZCTA5 52305,19105,Jones County
52305,ZCTA5 52305,19113,Linn County
52306,ZCTA5 52306,19031,Cedar County
52306,ZCTA5 52306,19105,Jones County
52307,ZCTA5 52307,19095,Iowa County
52308,ZCTA5 52308,19095,Iowa County
52309,ZCTA5 52309,19097,Jackson County
52309,ZCTA5 52309,19105,Jones County
52310,ZCTA5 52310,19055,Delaware County
52310,ZCTA5 52310,19105,Jones County
52310,ZCTA5 52310,19113,Linn County
52312,ZCTA5 52312,19105,Jones County
52313,ZCTA5 52313,19011,Benton County
52314,ZCTA5 52314,19113,Linn County
52315,ZCTA5 52315,19011,Benton County
52316,ZCTA5 52316,19095,Iowa County
52316,ZCTA5 52316,19107,Keokuk County
52317,ZCTA5 52317,19103,Johnson County
52318,ZCTA5 52318,19011,Benton County
52318,ZCTA5 52318,19095,Iowa County
52320,ZCTA5 52320,19031,Cedar County
52320,ZCTA5 52320,19105,Jones County
52321,ZCTA5 52321,19105,Jones County
52322,ZCTA5 52322,19095,Iowa County
52322,ZCTA5 52322,19103,Johnson County
52323,ZCTA5 52323,19031,Cedar County
52323,ZCTA5 52323,19045,Clinton County
52323,ZCTA5 52323,19105,Jones County
52324,ZCTA5 52324,19011,Benton County
52324,ZCTA5 52324,19113,Linn County
52325,ZCTA5 52325,19095,Iowa County
52325,ZCTA5 52325,19103,Johnson County
52326,ZCTA5 52326,19019,Buchanan County
52327,ZCTA5 52327,19103,Johnson County
52327,ZCTA5 52327,19115,Louisa County
52327,ZCTA5 52327,19183,Washington County
52328,ZCTA5 52328,19113,Linn County
52329,ZCTA5 52329,19019,Buchanan County
52330,ZCTA5 52330,19055,Delaware County
52332,ZCTA5 52332,19011,Benton County
52332,ZCTA5 52332,19113,Linn County
52333,ZCTA5 52333,19031,Cedar County
52333,ZCTA5 52333,19103,Johnson County
52334,ZCTA5 52334,19095,Iowa County
52335,ZCTA5 52335,19107,Keokuk County
52336,ZCTA5 52336,19113,Linn County
52337,ZCTA5 52337,19031,Cedar County
52338,ZCTA5 52338,19103,Johnson County
52338,ZCTA5 52338,19113,Linn County
52339,ZCTA5 52339,19157,Poweshiek County
52339,ZCTA5 52339,19171,Tama County
52340,ZCTA5 52340,19103,Johnson County
52341,ZCTA5 52341,19113,Linn County
52342,ZCTA5 52342,19171,Tama County
52344,ZCTA5 52344,19113,Linn County
52345,ZCTA5 52345,19011,Benton County
52346,ZCTA5 52346,19011,Benton County
52347,ZCTA5 52347,19095,Iowa County
52347,ZCTA5 52347,19157,Poweshiek County
52348,ZCTA5 52348,19171,Tama County
52349,ZCTA5 52349,19011,Benton County
52351,ZCTA5 52351,19011,Benton County
52351,ZCTA5 52351,19113,Linn County
52352,ZCTA5 52352,19011,Benton County
52352,ZCTA5 52352,19019,Buchanan County
52352,ZCTA5 52352,19113,Linn County
52353,ZCTA5 52353,19183,Washington County
52354,ZCTA5 52354,19011,Benton County
52355,ZCTA5 52355,19095,Iowa County
52355,ZCTA5 52355,19107,Keokuk County
52356,ZCTA5 52356,19095,Iowa County
52356,ZCTA5 52356,19103,Johnson County
52356,ZCTA5 52356,19107,Keokuk County
52356,ZCTA5 52356,19183,Washington County
52358,ZCTA5 52358,19031,Cedar County
52358,ZCTA5 52358,19103,Johnson County
52359,ZCTA5 52359,19183,Washington County
52361,ZCTA5 52361,19095,Iowa County
52362,ZCTA5 52362,19105,Jones County
52401,ZCTA5 52401,19113,Linn County
52402,ZCTA5 52402,19113,Linn County
52403,ZCTA5 52403,19113,Linn County
52404,ZCTA5 52404,19103,Johnson County
52404,ZCTA5 52404,19113,Linn County
52405,ZCTA5 52405,19113,Linn County
52411,ZCTA5 52411,19113,Linn County
52501,ZCTA5 52501,19107,Keokuk County
52501,ZCTA5 52501,19123,Mahaska County
52501,ZCTA5 52501,19179,Wapello County
52530,ZCTA5 52530,19179,Wapello County
52531,ZCTA5 52531,19135,Monroe County
52531,ZCTA5 52531,19179,Wapello County
52533,ZCTA5 52533,19101,Jefferson County
52533,ZCTA5 52533,19179,Wapello County
52534,ZCTA5 52534,19123,Mahaska County
52535,ZCTA5 52535,19101,Jefferson County
52535,ZCTA5 52535,19177,Van Buren County
52536,ZCTA5 52536,19135,Monroe County
52536,ZCTA5 52536,19179,Wapello County
52537,ZCTA5 52537,19051,Davis County
52537,ZCTA5 52537,19179,Wapello County
52540,ZCTA5 52540,19101,Jefferson County
52540,ZCTA5 52540,19183,Washington County
52542,ZCTA5 52542,19177,Van Buren County
52542,ZCTA5 52542,29199,Scotland County
52543,ZCTA5 52543,19123,Mahaska County
52544,ZCTA5 52544,19007,Appanoose County
52548,ZCTA5 52548,19179,Wapello County
52549,ZCTA5 52549,19007,Appanoose County
52550,ZCTA5 52550,19107,Keokuk County
52550,ZCTA5 52550,19123,Mahaska County
52551,ZCTA5 52551,19051,Davis County
52551,ZCTA5 52551,19177,Van Buren County
52552,ZCTA5 52552,19051,Davis County
52552,ZCTA5 52552,19179,Wapello County
52553,ZCTA5 52553,19123,Mahaska County
52553,ZCTA5 52553,19135,Monroe County
52553,ZCTA5 52553,19179,Wapello County
52554,ZCTA5 52554,19051,Davis County
52554,ZCTA5 52554,19101,Jefferson County
52554,ZCTA5 52554,19177,Van Buren County
52554,ZCTA5 52554,19179,Wapello County
52555,ZCTA5 52555,19007,Appanoose County
52556,ZCTA5 52556,19101,Jefferson County
52557,ZCTA5 52557,19101,Jefferson County
52560,ZCTA5 52560,19051,Davis County
52561,ZCTA5 52561,19107,Keokuk County
52561,ZCTA5 52561,19123,Mahaska County
52562,ZCTA5 52562,19107,Keokuk County
52563,ZCTA5 52563,19101,Jefferson County
52563,ZCTA5 52563,19107,Keokuk County
52563,ZCTA5 52563,19179,Wapello County
52565,ZCTA5 52565,19177,Van Buren County
52566,ZCTA5 52566,19179,Wapello County
52567,ZCTA5 52567,19101,Jefferson County
52567,ZCTA5 52567,19177,Van Buren County
52568,ZCTA5 52568,19107,Keokuk County
52569,ZCTA5 52569,19007,Appanoose County
52569,ZCTA5 52569,19117,Lucas County
52569,ZCTA5 52569,19135,Monroe County
52569,ZCTA5 52569,19185,Wayne County
52570,ZCTA5 52570,19051,Davis County
52570,ZCTA5 52570,19177,Van Buren County
52571,ZCTA5 52571,19007,Appanoose County
52571,ZCTA5 52571,19135,Monroe County
52572,ZCTA5 52572,19007,Appanoose County
52572,ZCTA5 52572,19051,Davis County
52573,ZCTA5 52573,19177,Van Buren County
52573,ZCTA5 52573,29045,Clark County
52573,ZCTA5 52573,29199,Scotland County
52574,ZCTA5 52574,19007,Appanoose County
52576,ZCTA5 52576,19101,Jefferson County
52576,ZCTA5 52576,19107,Keokuk County
52577,ZCTA5 52577,19123,Mahaska County
52580,ZCTA5 52580,19101,Jefferson County
52580,ZCTA5 52580,19107,Keokuk County
52581,ZCTA5 52581,19007,Appanoose County
52581,ZCTA5 52581,19185,Wayne County
52583,ZCTA5 52583,19185,Wayne County
52584,ZCTA5 52584,19051,Davis County
52585,ZCTA5 52585,19101,Jefferson County
52585,ZCTA5 52585,19107,Keokuk County
52585,ZCTA5 52585,19183,Washington County
52586,ZCTA5 52586,19107,Keokuk County
52586,ZCTA5 52586,19123,Mahaska County
52588,ZCTA5 52588,19051,Davis County
52588,ZCTA5 52588,19101,Jefferson County
52588,ZCTA5 52588,19177,Van Buren County
52590,ZCTA5 52590,19007,Appanoose County
52590,ZCTA5 52590,19185,Wayne County
52591,ZCTA5 52591,19107,Keokuk County
52593,ZCTA5 52593,19007,Appanoose County
52594,ZCTA5 52594,19007,Appanoose County
52594,ZCTA5 52594,19051,Davis County
52595,ZCTA5 52595,19123,Mahaska County
52601,ZCTA5 52601,19057,Des Moines County
52619,ZCTA5 52619,19111,Lee County
52620,ZCTA5 52620,19177,Van Buren County
52621,ZCTA5 52621,19115,Louisa County
52621,ZCTA5 52621,19183,Washington County
52623,ZCTA5 52623,19057,Des Moines County
52623,ZCTA5 52623,19087,Henry County
52624,ZCTA5 52624,19111,Lee County
52625,ZCTA5 52625,19111,Lee County
52626,ZCTA5 52626,19111,Lee County
52626,ZCTA5 52626,19177,Van Buren County
52626,ZCTA5 52626,29045,Clark County
52627,ZCTA5 52627,19111,Lee County
52630,ZCTA5 52630,19087,Henry County
52630,ZCTA5 52630,19111,Lee County
52630,ZCTA5 52630,19177,Van Buren County
52631,ZCTA5 52631,19111,Lee County
52632,ZCTA5 52632,19111,Lee County
52635,ZCTA5 52635,19087,Henry County
52635,ZCTA5 52635,19101,Jefferson County
52637,ZCTA5 52637,19057,Des Moines County
52638,ZCTA5 52638,19057,Des Moines County
52639,ZCTA5 52639,19111,Lee County
52640,ZCTA5 52640,19057,Des Moines County
52640,ZCTA5 52640,19115,Louisa County
52641,ZCTA5 52641,19087,Henry County
52641,ZCTA5 52641,19101,Jefferson County
52641,ZCTA5 52641,19183,Washington County
52644,ZCTA5 52644,19057,Des Moines County
52644,ZCTA5 52644,19087,Henry County
52645,ZCTA5 52645,19057,Des Moines County
52645,ZCTA5 52645,19087,Henry County
52646,ZCTA5 52646,19057,Des Moines County
52646,ZCTA5 52646,19115,Louisa County
52647,ZCTA5 52647,19087,Henry County
52649,ZCTA5 52649,19087,Henry County
52649,ZCTA5 52649,19111,Lee County
52650,ZCTA5 52650,19057,Des Moines County
52651,ZCTA5 52651,19101,Jefferson County
52651,ZCTA5 52651,19177,Van Buren County
52652,ZCTA5 52652,19087,Henry County
52653,ZCTA5 52653,19115,Louisa County
52654,ZCTA5 52654,19087,Henry County
52654,ZCTA5 52654,19101,Jefferson County
52654,ZCTA5 52654,19183,Washington County
52655,ZCTA5 52655,19057,Des Moines County
52656,ZCTA5 52656,19087,Henry County
52656,ZCTA5 52656,19111,Lee County
52657,ZCTA5 52657,19111,Lee County
52658,ZCTA5 52658,19057,Des Moines County
52658,ZCTA5 52658,19111,Lee County
52659,ZCTA5 52659,19087,Henry County
52659,ZCTA5 52659,19115,Louisa County
52660,ZCTA5 52660,19057,Des Moines County
52701,ZCTA5 52701,19045,Clinton County
52720,ZCTA5 52720,19031,Cedar County
52720,ZCTA5 52720,19139,Muscatine County
52721,ZCTA5 52721,19031,Cedar County
52722,ZCTA5 52722,19163,Scott County
52726,ZCTA5 52726,19139,Muscatine County
52726,ZCTA5 52726,19163,Scott County
52727,ZCTA5 52727,19045,Clinton County
52728,ZCTA5 52728,19163,Scott County
52729,ZCTA5 52729,19045,Clinton County
52729,ZCTA5 52729,19163,Scott County
52730,ZCTA5 52730,19045,Clinton County
52731,ZCTA5 52731,19045,Clinton County
52731,ZCTA5 52731,19097,Jackson County
52732,ZCTA5 52732,19045,Clinton County
52737,ZCTA5 52737,19115,Louisa County
52738,ZCTA5 52738,19115,Louisa County
52738,ZCTA5 52738,19183,Washington County
52739,ZCTA5 52739,19115,Louisa County
52739,ZCTA5 52739,19139,Muscatine County
52742,ZCTA5 52742,19045,Clinton County
52745,ZCTA5 52745,19163,Scott County
52746,ZCTA5 52746,19163,Scott County
52747,ZCTA5 52747,19031,Cedar County
52747,ZCTA5 52747,19139,Muscatine County
52747,ZCTA5 52747,19163,Scott County
52748,ZCTA5 52748,19163,Scott County
52749,ZCTA5 52749,19139,Muscatine County
52750,ZCTA5 52750,19045,Clinton County
52751,ZCTA5 52751,19045,Clinton County
52752,ZCTA5 52752,19115,Louisa County
52753,ZCTA5 52753,19163,Scott County
52754,ZCTA5 52754,19115,Louisa County
52754,ZCTA5 52754,19139,Muscatine County
52755,ZCTA5 52755,19103,Johnson County
52755,ZCTA5 52755,19115,Louisa County
52756,ZCTA5 52756,19163,Scott County
52757,ZCTA5 52757,19045,Clinton County
52758,ZCTA5 52758,19163,Scott County
52759,ZCTA5 52759,19139,Muscatine County
52760,ZCTA5 52760,19031,Cedar County
52760,ZCTA5 52760,19139,Muscatine County
52761,ZCTA5 52761,19115,Louisa County
52761,ZCTA5 52761,19139,Muscatine County
52765,ZCTA5 52765,19031,Cedar County
52765,ZCTA5 52765,19163,Scott County
52766,ZCTA5 52766,19103,Johnson County
52766,ZCTA5 52766,19139,Muscatine County
52767,ZCTA5 52767,19163,Scott County
52768,ZCTA5 52768,19163,Scott County
52769,ZCTA5 52769,19139,Muscatine County
52769,ZCTA5 52769,19163,Scott County
52771,ZCTA5 52771,19045,Clinton County
52772,ZCTA5 52772,19031,Cedar County
52773,ZCTA5 52773,19139,Muscatine County
52773,ZCTA5 52773,19163,Scott County
52774,ZCTA5 52774,19045,Clinton County
52776,ZCTA5 52776,19031,Cedar County
52776,ZCTA5 52776,19103,Johnson County
52776,ZCTA5 52776,19139,Muscatine County
52777,ZCTA5 52777,19031,Cedar County
52777,ZCTA5 52777,19045,Clinton County
52778,ZCTA5 52778,19031,Cedar County
52778,ZCTA5 52778,19139,Muscatine County
52801,ZCTA5 52801,19163,Scott County
52802,ZCTA5 52802,19163,Scott County
52803,ZCTA5 52803,19163,Scott County
52804,ZCTA5 52804,19163,Scott County
52806,ZCTA5 52806,19163,Scott County
52807,ZCTA5 52807,19163,Scott County
53001,ZCTA5 53001,55117,Sheboygan County
53002,ZCTA5 53002,55027,Dodge County
53002,ZCTA5 53002,55131,Washington County
53003,ZCTA5 53003,55027,Dodge County
53004,ZCTA5 53004,55089,Ozaukee County
53005,ZCTA5 53005,55133,Waukesha County
53006,ZCTA5 53006,55027,Dodge County
53006,ZCTA5 53006,55039,Fond du Lac County
53007,ZCTA5 53007,55133,Waukesha County
53010,ZCTA5 53010,55027,Dodge County
53010,ZCTA5 53010,55039,Fond du Lac County
53010,ZCTA5 53010,55131,Washington County
53011,ZCTA5 53011,55039,Fond du Lac County
53011,ZCTA5 53011,55117,Sheboygan County
53012,ZCTA5 53012,55089,Ozaukee County
53012,ZCTA5 53012,55131,Washington County
53013,ZCTA5 53013,55089,Ozaukee County
53013,ZCTA5 53013,55117,Sheboygan County
53014,ZCTA5 53014,55015,Calumet County
53014,ZCTA5 53014,55039,Fond du Lac County
53014,ZCTA5 53014,55071,Manitowoc County
53015,ZCTA5 53015,55071,Manitowoc County
53015,ZCTA5 53015,55117,Sheboygan County
53016,ZCTA5 53016,55027,Dodge County
53017,ZCTA5 53017,55131,Washington County
53017,ZCTA5 53017,55133,Waukesha County
53018,ZCTA5 53018,55133,Waukesha County
53019,ZCTA5 53019,55039,Fond du Lac County
53020,ZCTA5 53020,55015,Calumet County
53020,ZCTA5 53020,55071,Manitowoc County
53020,ZCTA5 53020,55117,Sheboygan County
53021,ZCTA5 53021,55089,Ozaukee County
53021,ZCTA5 53021,55117,Sheboygan County
53021,ZCTA5 53021,55131,Washington County
53022,ZCTA5 53022,55131,Washington County
53023,ZCTA5 53023,55117,Sheboygan County
53024,ZCTA5 53024,55089,Ozaukee County
53027,ZCTA5 53027,55027,Dodge County
53027,ZCTA5 53027,55131,Washington County
53029,ZCTA5 53029,55131,Washington County
53029,ZCTA5 53029,55133,Waukesha County
53031,ZCTA5 53031,55117,Sheboygan County
53032,ZCTA5 53032,55027,Dodge County
53033,ZCTA5 53033,55131,Washington County
53034,ZCTA5 53034,55027,Dodge County
53035,ZCTA5 53035,55027,Dodge County
53036,ZCTA5 53036,55027,Dodge County
53036,ZCTA5 53036,55055,Jefferson County
53036,ZCTA5 53036,55133,Waukesha County
53037,ZCTA5 53037,55131,Washington County
53038,ZCTA5 53038,55055,Jefferson County
53039,ZCTA5 53039,55027,Dodge County
53040,ZCTA5 53040,55039,Fond du Lac County
53040,ZCTA5 53040,55117,Sheboygan County
53040,ZCTA5 53040,55131,Washington County
53042,ZCTA5 53042,55015,Calumet County
53042,ZCTA5 53042,55071,Manitowoc County
53044,ZCTA5 53044,55117,Sheboygan County
53045,ZCTA5 53045,55133,Waukesha County
53046,ZCTA5 53046,55133,Waukesha County
53047,ZCTA5 53047,55027,Dodge County
53048,ZCTA5 53048,55027,Dodge County
53048,ZCTA5 53048,55039,Fond du Lac County
53049,ZCTA5 53049,55015,Calumet County
53049,ZCTA5 53049,55039,Fond du Lac County
53050,ZCTA5 53050,55027,Dodge County
53051,ZCTA5 53051,55133,Waukesha County
53057,ZCTA5 53057,55039,Fond du Lac County
53058,ZCTA5 53058,55133,Waukesha County
53059,ZCTA5 53059,55027,Dodge County
53061,ZCTA5 53061,55015,Calumet County
53061,ZCTA5 53061,55039,Fond du Lac County
53061,ZCTA5 53061,55071,Manitowoc County
53063,ZCTA5 53063,55071,Manitowoc County
53065,ZCTA5 53065,55027,Dodge County
53065,ZCTA5 53065,55039,Fond du Lac County
53066,ZCTA5 53066,55027,Dodge County
53066,ZCTA5 53066,55055,Jefferson County
53066,ZCTA5 53066,55131,Washington County
53066,ZCTA5 53066,55133,Waukesha County
53069,ZCTA5 53069,55133,Waukesha County
53070,ZCTA5 53070,55117,Sheboygan County
53072,ZCTA5 53072,55133,Waukesha County
53073,ZCTA5 53073,55117,Sheboygan County
53074,ZCTA5 53074,55089,Ozaukee County
53075,ZCTA5 53075,55089,Ozaukee County
53075,ZCTA5 53075,55117,Sheboygan County
53075,ZCTA5 53075,55131,Washington County
53076,ZCTA5 53076,55131,Washington County
53078,ZCTA5 53078,55027,Dodge County
53079,ZCTA5 53079,55039,Fond du Lac County
53079,ZCTA5 53079,55117,Sheboygan County
53080,ZCTA5 53080,55089,Ozaukee County
53081,ZCTA5 53081,55117,Sheboygan County
53083,ZCTA5 53083,55117,Sheboygan County
53085,ZCTA5 53085,55117,Sheboygan County
53086,ZCTA5 53086,55131,Washington County
53088,ZCTA5 53088,55015,Calumet County
53089,ZCTA5 53089,55133,Waukesha County
53090,ZCTA5 53090,55089,Ozaukee County
53090,ZCTA5 53090,55131,Washington County
53091,ZCTA5 53091,55027,Dodge County
53091,ZCTA5 53091,55131,Washington County
53092,ZCTA5 53092,55089,Ozaukee County
53093,ZCTA5 53093,55117,Sheboygan County
53094,ZCTA5 53094,55055,Jefferson County
53095,ZCTA5 53095,55089,Ozaukee County
53095,ZCTA5 53095,55131,Washington County
53097,ZCTA5 53097,55089,Ozaukee County
53098,ZCTA5 53098,55027,Dodge County
53098,ZCTA5 53098,55055,Jefferson County
53099,ZCTA5 53099,55027,Dodge County
53103,ZCTA5 53103,55133,Waukesha County
53104,ZCTA5 53104,55059,Kenosha County
53105,ZCTA5 53105,55059,Kenosha County
53105,ZCTA5 53105,55101,Racine County
53105,ZCTA5 53105,55127,Walworth County
53108,ZCTA5 53108,55101,Racine County
53110,ZCTA5 53110,55079,Milwaukee County
53114,ZCTA5 53114,55105,Rock County
53114,ZCTA5 53114,55127,Walworth County
53115,ZCTA5 53115,55127,Walworth County
53118,ZCTA5 53118,55055,Jefferson County
53118,ZCTA5 53118,55133,Waukesha County
53119,ZCTA5 53119,55055,Jefferson County
53119,ZCTA5 53119,55127,Walworth County
53119,ZCTA5 53119,55133,Waukesha County
53120,ZCTA5 53120,55101,Racine County
53120,ZCTA5 53120,55127,Walworth County
53121,ZCTA5 53121,55127,Walworth County
53122,ZCTA5 53122,55133,Waukesha County
53125,ZCTA5 53125,55127,Walworth County
53126,ZCTA5 53126,55079,Milwaukee County
53126,ZCTA5 53126,55101,Racine County
53127,ZCTA5 53127,55133,Waukesha County
53128,ZCTA5 53128,55059,Kenosha County
53128,ZCTA5 53128,55127,Walworth County
53129,ZCTA5 53129,55079,Milwaukee County
53130,ZCTA5 53130,55079,Milwaukee County
53132,ZCTA5 53132,55079,Milwaukee County
53137,ZCTA5 53137,55055,Jefferson County
53139,ZCTA5 53139,55059,Kenosha County
53139,ZCTA5 53139,55101,Racine County
53140,ZCTA5 53140,55059,Kenosha County
