geoid,name,county_name,state,state_name,county_short,DMA,county_upper,cbsa_code,cbsa_title
21055,"Crittenden County, Kentucky",Crittenden County,KY,Kentucky,Crittenden,NA,CRITTENDEN,NA,NA
21075,"Fulton County, Kentucky",Fulton County,KY,Kentucky,Fulton,NA,FULTON,NA,NA
21119,"Knott County, Kentucky",Knott County,KY,Kentucky,Knott,NA,KNOTT,NA,NA
21165,"Menifee County, Kentucky",Menifee County,KY,Kentucky,Menifee,NA,MENIFEE,34460,"Mount Sterling, KY"
21177,"Muhlenberg County, Kentucky",Muhlenberg County,KY,Kentucky,Muhlenberg,NA,MUHLENBERG,16420,"Central City, KY"
21193,"Perry County, Kentucky",Perry County,KY,Kentucky,Perry,NA,PERRY,NA,NA
21237,"Wolfe County, Kentucky",Wolfe County,KY,Kentucky,Wolfe,NA,WOLFE,NA,NA
21051,"Clay County, Kentucky",Clay County,KY,Kentucky,Clay,NA,CLAY,30940,"London, KY"
21013,"Bell County, Kentucky",Bell County,KY,Kentucky,Bell,NA,BELL,33180,"Middlesborough, KY"
21057,"Cumberland County, Kentucky",Cumberland County,KY,Kentucky,Cumberland,NA,CUMBERLAND,NA,NA
21083,"Graves County, Kentucky",Graves County,KY,Kentucky,Graves,NA,GRAVES,32460,"Mayfield, KY"
21129,"Lee County, Kentucky",Lee County,KY,Kentucky,Lee,NA,LEE,NA,NA
21031,"Butler County, Kentucky",Butler County,KY,Kentucky,Butler,NA,BUTLER,14540,"Bowling Green, KY"
21061,"Edmonson County, Kentucky",Edmonson County,KY,Kentucky,Edmonson,NA,EDMONSON,14540,"Bowling Green, KY"
21097,"Harrison County, Kentucky",Harrison County,KY,Kentucky,Harrison,NA,HARRISON,NA,NA
21023,"Bracken County, Kentucky",Bracken County,KY,Kentucky,Bracken,NA,BRACKEN,17140,"Cincinnati, OH-KY-IN"
21179,"Nelson County, Kentucky",Nelson County,KY,Kentucky,Nelson,NA,NELSON,12680,"Bardstown, KY"
21231,"Wayne County, Kentucky",Wayne County,KY,Kentucky,Wayne,NA,WAYNE,NA,NA
21155,"Marion County, Kentucky",Marion County,KY,Kentucky,Marion,NA,MARION,NA,NA
21221,"Trigg County, Kentucky",Trigg County,KY,Kentucky,Trigg,NA,TRIGG,17300,"Clarksville, TN-KY"
21015,"Boone County, Kentucky",Boone County,KY,Kentucky,Boone,NA,BOONE,17140,"Cincinnati, OH-KY-IN"
21113,"Jessamine County, Kentucky",Jessamine County,KY,Kentucky,Jessamine,NA,JESSAMINE,30460,"Lexington-Fayette, KY"
21121,"Knox County, Kentucky",Knox County,KY,Kentucky,Knox,NA,KNOX,30940,"London, KY"
21133,"Letcher County, Kentucky",Letcher County,KY,Kentucky,Letcher,NA,LETCHER,NA,NA
21139,"Livingston County, Kentucky",Livingston County,KY,Kentucky,Livingston,NA,LIVINGSTON,37140,"Paducah, KY-IL"
21195,"Pike County, Kentucky",Pike County,KY,Kentucky,Pike,NA,PIKE,NA,NA
21211,"Shelby County, Kentucky",Shelby County,KY,Kentucky,Shelby,NA,SHELBY,31140,"Louisville/Jefferson County, KY-IN"
21005,"Anderson County, Kentucky",Anderson County,KY,Kentucky,Anderson,NA,ANDERSON,23180,"Frankfort, KY"
21027,"Breckinridge County, Kentucky",Breckinridge County,KY,Kentucky,Breckinridge,NA,BRECKINRIDGE,NA,NA
21073,"Franklin County, Kentucky",Franklin County,KY,Kentucky,Franklin,NA,FRANKLIN,23180,"Frankfort, KY"
21147,"McCreary County, Kentucky",McCreary County,KY,Kentucky,McCreary,NA,MCCREARY,NA,NA
21151,"Madison County, Kentucky",Madison County,KY,Kentucky,Madison,NA,MADISON,40080,"Richmond-Berea, KY"
21169,"Metcalfe County, Kentucky",Metcalfe County,KY,Kentucky,Metcalfe,NA,METCALFE,23980,"Glasgow, KY"
21189,"Owsley County, Kentucky",Owsley County,KY,Kentucky,Owsley,NA,OWSLEY,NA,NA
21213,"Simpson County, Kentucky",Simpson County,KY,Kentucky,Simpson,NA,SIMPSON,NA,NA
21049,"Clark County, Kentucky",Clark County,KY,Kentucky,Clark,NA,CLARK,30460,"Lexington-Fayette, KY"
21219,"Todd County, Kentucky",Todd County,KY,Kentucky,Todd,NA,TODD,NA,NA
21041,"Carroll County, Kentucky",Carroll County,KY,Kentucky,Carroll,NA,CARROLL,NA,NA
21053,"Clinton County, Kentucky",Clinton County,KY,Kentucky,Clinton,NA,CLINTON,NA,NA
21077,"Gallatin County, Kentucky",Gallatin County,KY,Kentucky,Gallatin,NA,GALLATIN,17140,"Cincinnati, OH-KY-IN"
22083,"Richland Parish, Louisiana",Richland Parish,LA,Louisiana,Richland,NA,RICHLAND,NA,NA
27087,"Mahnomen County, Minnesota",Mahnomen County,MN,Minnesota,Mahnomen,NA,MAHNOMEN,NA,NA
27025,"Chisago County, Minnesota",Chisago County,MN,Minnesota,Chisago,NA,CHISAGO,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
27127,"Redwood County, Minnesota",Redwood County,MN,Minnesota,Redwood,NA,REDWOOD,NA,NA
27173,"Yellow Medicine County, Minnesota",Yellow Medicine County,MN,Minnesota,Yellow Medicine,NA,YELLOW MEDICINE,NA,NA
27153,"Todd County, Minnesota",Todd County,MN,Minnesota,Todd,NA,TODD,NA,NA
27007,"Beltrami County, Minnesota",Beltrami County,MN,Minnesota,Beltrami,NA,BELTRAMI,13420,"Bemidji, MN"
27013,"Blue Earth County, Minnesota",Blue Earth County,MN,Minnesota,Blue Earth,NA,BLUE EARTH,31860,"Mankato, MN"
27055,"Houston County, Minnesota",Houston County,MN,Minnesota,Houston,NA,HOUSTON,29100,"La Crosse-Onalaska, WI-MN"
27073,"Lac qui Parle County, Minnesota",Lac qui Parle County,MN,Minnesota,Lac qui Parle,NA,LAC QUI PARLE,NA,NA
27077,"Lake of the Woods County, Minnesota",Lake of the Woods County,MN,Minnesota,Lake of the Woods,NA,LAKE OF THE WOODS,NA,NA
27111,"Otter Tail County, Minnesota",Otter Tail County,MN,Minnesota,Otter Tail,NA,OTTER TAIL,22260,"Fergus Falls, MN"
27161,"Waseca County, Minnesota",Waseca County,MN,Minnesota,Waseca,NA,WASECA,NA,NA
27137,"St. Louis County, Minnesota",St. Louis County,MN,Minnesota,St. Louis,NA,ST LOUIS,20260,"Duluth, MN-WI"
27003,"Anoka County, Minnesota",Anoka County,MN,Minnesota,Anoka,NA,ANOKA,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
27145,"Stearns County, Minnesota",Stearns County,MN,Minnesota,Stearns,NA,STEARNS,41060,"St. Cloud, MN"
27037,"Dakota County, Minnesota",Dakota County,MN,Minnesota,Dakota,NA,DAKOTA,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
27083,"Lyon County, Minnesota",Lyon County,MN,Minnesota,Lyon,NA,LYON,32140,"Marshall, MN"
27089,"Marshall County, Minnesota",Marshall County,MN,Minnesota,Marshall,NA,MARSHALL,NA,NA
27129,"Renville County, Minnesota",Renville County,MN,Minnesota,Renville,NA,RENVILLE,NA,NA
27163,"Washington County, Minnesota",Washington County,MN,Minnesota,Washington,NA,WASHINGTON,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
27031,"Cook County, Minnesota",Cook County,MN,Minnesota,Cook,NA,COOK,NA,NA
29103,"Knox County, Missouri",Knox County,MO,Missouri,Knox,NA,KNOX,NA,NA
29139,"Montgomery County, Missouri",Montgomery County,MO,Missouri,Montgomery,NA,MONTGOMERY,NA,NA
29207,"Stoddard County, Missouri",Stoddard County,MO,Missouri,Stoddard,NA,STODDARD,NA,NA
29007,"Audrain County, Missouri",Audrain County,MO,Missouri,Audrain,NA,AUDRAIN,33020,"Mexico, MO"
29077,"Greene County, Missouri",Greene County,MO,Missouri,Greene,NA,GREENE,44180,"Springfield, MO"
29185,"St. Clair County, Missouri",St. Clair County,MO,Missouri,St. Clair,NA,ST CLAIR,NA,NA
29197,"Schuyler County, Missouri",Schuyler County,MO,Missouri,Schuyler,NA,SCHUYLER,28860,"Kirksville, MO"
29029,"Camden County, Missouri",Camden County,MO,Missouri,Camden,NA,CAMDEN,NA,NA
29099,"Jefferson County, Missouri",Jefferson County,MO,Missouri,Jefferson,NA,JEFFERSON,41180,"St. Louis, MO-IL"
29143,"New Madrid County, Missouri",New Madrid County,MO,Missouri,New Madrid,NA,NEW MADRID,NA,NA
29173,"Ralls County, Missouri",Ralls County,MO,Missouri,Ralls,NA,RALLS,25300,"Hannibal, MO"
30017,"Custer County, Montana",Custer County,MT,Montana,Custer,NA,CUSTER,NA,NA
30075,"Powder River County, Montana",Powder River County,MT,Montana,Powder River,NA,POWDER RIVER,NA,NA
30085,"Roosevelt County, Montana",Roosevelt County,MT,Montana,Roosevelt,NA,ROOSEVELT,NA,NA
30051,"Liberty County, Montana",Liberty County,MT,Montana,Liberty,NA,LIBERTY,NA,NA
30083,"Richland County, Montana",Richland County,MT,Montana,Richland,NA,RICHLAND,NA,NA
30101,"Toole County, Montana",Toole County,MT,Montana,Toole,NA,TOOLE,NA,NA
30019,"Daniels County, Montana",Daniels County,MT,Montana,Daniels,NA,DANIELS,NA,NA
30045,"Judith Basin County, Montana",Judith Basin County,MT,Montana,Judith Basin,NA,JUDITH BASIN,NA,NA
30023,"Deer Lodge County, Montana",Deer Lodge County,MT,Montana,Deer Lodge,NA,DEER LODGE,NA,NA
30055,"McCone County, Montana",McCone County,MT,Montana,McCone,NA,MCCONE,NA,NA
30087,"Rosebud County, Montana",Rosebud County,MT,Montana,Rosebud,NA,ROSEBUD,NA,NA
30021,"Dawson County, Montana",Dawson County,MT,Montana,Dawson,NA,DAWSON,NA,NA
30007,"Broadwater County, Montana",Broadwater County,MT,Montana,Broadwater,NA,BROADWATER,NA,NA
30071,"Phillips County, Montana",Phillips County,MT,Montana,Phillips,NA,PHILLIPS,NA,NA
31009,"Blaine County, Nebraska",Blaine County,NE,Nebraska,Blaine,NA,BLAINE,NA,NA
31049,"Deuel County, Nebraska",Deuel County,NE,Nebraska,Deuel,NA,DEUEL,NA,NA
31113,"Logan County, Nebraska",Logan County,NE,Nebraska,Logan,NA,LOGAN,35820,"North Platte, NE"
31169,"Thayer County, Nebraska",Thayer County,NE,Nebraska,Thayer,NA,THAYER,NA,NA
31001,"Adams County, Nebraska",Adams County,NE,Nebraska,Adams,NA,ADAMS,25580,"Hastings, NE"
31011,"Boone County, Nebraska",Boone County,NE,Nebraska,Boone,NA,BOONE,NA,NA
22099,"St. Martin Parish, Louisiana",St. Martin Parish,LA,Louisiana,St. Martin,NA,ST MARTIN,29180,"Lafayette, LA"
22115,"Vernon Parish, Louisiana",Vernon Parish,LA,Louisiana,Vernon,NA,VERNON,22860,"Fort Polk South, LA"
22127,"Winn Parish, Louisiana",Winn Parish,LA,Louisiana,Winn,NA,WINN,NA,NA
22033,"East Baton Rouge Parish, Louisiana",East Baton Rouge Parish,LA,Louisiana,East Baton Rouge,NA,EAST BATON ROUGE,12940,"Baton Rouge, LA"
22085,"Sabine Parish, Louisiana",Sabine Parish,LA,Louisiana,Sabine,NA,SABINE,NA,NA
22003,"Allen Parish, Louisiana",Allen Parish,LA,Louisiana,Allen,NA,ALLEN,NA,NA
22065,"Madison Parish, Louisiana",Madison Parish,LA,Louisiana,Madison,NA,MADISON,NA,NA
22053,"Jefferson Davis Parish, Louisiana",Jefferson Davis Parish,LA,Louisiana,Jefferson Davis,NA,JEFFERSON DAVIS,27660,"Jennings, LA"
22093,"St. James Parish, Louisiana",St. James Parish,LA,Louisiana,St. James,NA,ST JAMES,35380,"New Orleans-Metairie, LA"
22043,"Grant Parish, Louisiana",Grant Parish,LA,Louisiana,Grant,NA,GRANT,10780,"Alexandria, LA"
22125,"West Feliciana Parish, Louisiana",West Feliciana Parish,LA,Louisiana,West Feliciana,NA,WEST FELICIANA,12940,"Baton Rouge, LA"
22051,"Jefferson Parish, Louisiana",Jefferson Parish,LA,Louisiana,Jefferson,NA,JEFFERSON,35380,"New Orleans-Metairie, LA"
01099,"Monroe County, Alabama",Monroe County,AL,Alabama,Monroe,NA,MONROE,NA,NA
01079,"Lawrence County, Alabama",Lawrence County,AL,Alabama,Lawrence,NA,LAWRENCE,19460,"Decatur, AL"
01081,"Lee County, Alabama",Lee County,AL,Alabama,Lee,NA,LEE,12220,"Auburn-Opelika, AL"
01093,"Marion County, Alabama",Marion County,AL,Alabama,Marion,NA,MARION,NA,NA
01107,"Pickens County, Alabama",Pickens County,AL,Alabama,Pickens,NA,PICKENS,46220,"Tuscaloosa, AL"
01119,"Sumter County, Alabama",Sumter County,AL,Alabama,Sumter,NA,SUMTER,NA,NA
01073,"Jefferson County, Alabama",Jefferson County,AL,Alabama,Jefferson,NA,JEFFERSON,13820,"Birmingham-Hoover, AL"
01023,"Choctaw County, Alabama",Choctaw County,AL,Alabama,Choctaw,NA,CHOCTAW,NA,NA
01059,"Franklin County, Alabama",Franklin County,AL,Alabama,Franklin,NA,FRANKLIN,NA,NA
01091,"Marengo County, Alabama",Marengo County,AL,Alabama,Marengo,NA,MARENGO,NA,NA
01113,"Russell County, Alabama",Russell County,AL,Alabama,Russell,NA,RUSSELL,17980,"Columbus, GA-AL"
01019,"Cherokee County, Alabama",Cherokee County,AL,Alabama,Cherokee,NA,CHEROKEE,NA,NA
01039,"Covington County, Alabama",Covington County,AL,Alabama,Covington,NA,COVINGTON,NA,NA
01041,"Crenshaw County, Alabama",Crenshaw County,AL,Alabama,Crenshaw,NA,CRENSHAW,NA,NA
01047,"Dallas County, Alabama",Dallas County,AL,Alabama,Dallas,NA,DALLAS,42820,"Selma, AL"
01077,"Lauderdale County, Alabama",Lauderdale County,AL,Alabama,Lauderdale,NA,LAUDERDALE,22520,"Florence-Muscle Shoals, AL"
01085,"Lowndes County, Alabama",Lowndes County,AL,Alabama,Lowndes,NA,LOWNDES,33860,"Montgomery, AL"
01087,"Macon County, Alabama",Macon County,AL,Alabama,Macon,NA,MACON,NA,NA
01083,"Limestone County, Alabama",Limestone County,AL,Alabama,Limestone,NA,LIMESTONE,26620,"Huntsville, AL"
01117,"Shelby County, Alabama",Shelby County,AL,Alabama,Shelby,NA,SHELBY,13820,"Birmingham-Hoover, AL"
01133,"Winston County, Alabama",Winston County,AL,Alabama,Winston,NA,WINSTON,NA,NA
01003,"Baldwin County, Alabama",Baldwin County,AL,Alabama,Baldwin,NA,BALDWIN,19300,"Daphne-Fairhope-Foley, AL"
01051,"Elmore County, Alabama",Elmore County,AL,Alabama,Elmore,NA,ELMORE,33860,"Montgomery, AL"
01071,"Jackson County, Alabama",Jackson County,AL,Alabama,Jackson,NA,JACKSON,42460,"Scottsboro, AL"
01121,"Talladega County, Alabama",Talladega County,AL,Alabama,Talladega,NA,TALLADEGA,45180,"Talladega-Sylacauga, AL"
01129,"Washington County, Alabama",Washington County,AL,Alabama,Washington,NA,WASHINGTON,33660,"Mobile, AL"
01027,"Clay County, Alabama",Clay County,AL,Alabama,Clay,NA,CLAY,NA,NA
01103,"Morgan County, Alabama",Morgan County,AL,Alabama,Morgan,NA,MORGAN,19460,"Decatur, AL"
01109,"Pike County, Alabama",Pike County,AL,Alabama,Pike,NA,PIKE,45980,"Troy, AL"
01033,"Colbert County, Alabama",Colbert County,AL,Alabama,Colbert,NA,COLBERT,22520,"Florence-Muscle Shoals, AL"
01045,"Dale County, Alabama",Dale County,AL,Alabama,Dale,NA,DALE,37120,"Ozark, AL"
01065,"Hale County, Alabama",Hale County,AL,Alabama,Hale,NA,HALE,46220,"Tuscaloosa, AL"
01049,"DeKalb County, Alabama",DeKalb County,AL,Alabama,DeKalb,NA,DEKALB,22840,"Fort Payne, AL"
01053,"Escambia County, Alabama",Escambia County,AL,Alabama,Escambia,NA,ESCAMBIA,12120,"Atmore, AL"
01111,"Randolph County, Alabama",Randolph County,AL,Alabama,Randolph,NA,RANDOLPH,NA,NA
01097,"Mobile County, Alabama",Mobile County,AL,Alabama,Mobile,NA,MOBILE,33660,"Mobile, AL"
01105,"Perry County, Alabama",Perry County,AL,Alabama,Perry,NA,PERRY,NA,NA
01029,"Cleburne County, Alabama",Cleburne County,AL,Alabama,Cleburne,NA,CLEBURNE,NA,NA
01035,"Conecuh County, Alabama",Conecuh County,AL,Alabama,Conecuh,NA,CONECUH,NA,NA
01005,"Barbour County, Alabama",Barbour County,AL,Alabama,Barbour,NA,BARBOUR,21640,"Eufaula, AL-GA"
01007,"Bibb County, Alabama",Bibb County,AL,Alabama,Bibb,NA,BIBB,13820,"Birmingham-Hoover, AL"
01015,"Calhoun County, Alabama",Calhoun County,AL,Alabama,Calhoun,NA,CALHOUN,11500,"Anniston-Oxford, AL"
01025,"Clarke County, Alabama",Clarke County,AL,Alabama,Clarke,NA,CLARKE,NA,NA
01057,"Fayette County, Alabama",Fayette County,AL,Alabama,Fayette,NA,FAYETTE,NA,NA
31149,"Rock County, Nebraska",Rock County,NE,Nebraska,Rock,NA,ROCK,NA,NA
31163,"Sherman County, Nebraska",Sherman County,NE,Nebraska,Sherman,NA,SHERMAN,NA,NA
22011,"Beauregard Parish, Louisiana",Beauregard Parish,LA,Louisiana,Beauregard,NA,BEAUREGARD,19760,"DeRidder, LA"
22013,"Bienville Parish, Louisiana",Bienville Parish,LA,Louisiana,Bienville,NA,BIENVILLE,NA,NA
22015,"Bossier Parish, Louisiana",Bossier Parish,LA,Louisiana,Bossier,NA,BOSSIER,43340,"Shreveport-Bossier City, LA"
22023,"Cameron Parish, Louisiana",Cameron Parish,LA,Louisiana,Cameron,NA,CAMERON,29340,"Lake Charles, LA"
22037,"East Feliciana Parish, Louisiana",East Feliciana Parish,LA,Louisiana,East Feliciana,NA,EAST FELICIANA,12940,"Baton Rouge, LA"
22095,"St. John the Baptist Parish, Louisiana",St. John the Baptist Parish,LA,Louisiana,St. John the Baptist,NA,ST JOHN THE BAPTIST,35380,"New Orleans-Metairie, LA"
22075,"Plaquemines Parish, Louisiana",Plaquemines Parish,LA,Louisiana,Plaquemines,NA,PLAQUEMINES,35380,"New Orleans-Metairie, LA"
22073,"Ouachita Parish, Louisiana",Ouachita Parish,LA,Louisiana,Ouachita,NA,OUACHITA,33740,"Monroe, LA"
22117,"Washington Parish, Louisiana",Washington Parish,LA,Louisiana,Washington,NA,WASHINGTON,14220,"Bogalusa, LA"
22097,"St. Landry Parish, Louisiana",St. Landry Parish,LA,Louisiana,St. Landry,NA,ST LANDRY,36660,"Opelousas, LA"
22001,"Acadia Parish, Louisiana",Acadia Parish,LA,Louisiana,Acadia,NA,ACADIA,29180,"Lafayette, LA"
22101,"St. Mary Parish, Louisiana",St. Mary Parish,LA,Louisiana,St. Mary,NA,ST MARY,34020,"Morgan City, LA"
22103,"St. Tammany Parish, Louisiana",St. Tammany Parish,LA,Louisiana,St. Tammany,NA,ST TAMMANY,35380,"New Orleans-Metairie, LA"
22111,"Union Parish, Louisiana",Union Parish,LA,Louisiana,Union,NA,UNION,33740,"Monroe, LA"
22017,"Caddo Parish, Louisiana",Caddo Parish,LA,Louisiana,Caddo,NA,CADDO,43340,"Shreveport-Bossier City, LA"
22005,"Ascension Parish, Louisiana",Ascension Parish,LA,Louisiana,Ascension,NA,ASCENSION,12940,"Baton Rouge, LA"
22055,"Lafayette Parish, Louisiana",Lafayette Parish,LA,Louisiana,Lafayette,NA,LAFAYETTE,29180,"Lafayette, LA"
22045,"Iberia Parish, Louisiana",Iberia Parish,LA,Louisiana,Iberia,NA,IBERIA,29180,"Lafayette, LA"
22061,"Lincoln Parish, Louisiana",Lincoln Parish,LA,Louisiana,Lincoln,NA,LINCOLN,40820,"Ruston, LA"
22091,"St. Helena Parish, Louisiana",St. Helena Parish,LA,Louisiana,St. Helena,NA,ST HELENA,12940,"Baton Rouge, LA"
22119,"Webster Parish, Louisiana",Webster Parish,LA,Louisiana,Webster,NA,WEBSTER,33380,"Minden, LA"
22031,"De Soto Parish, Louisiana",De Soto Parish,LA,Louisiana,De Soto,NA,DE SOTO,43340,"Shreveport-Bossier City, LA"
22047,"Iberville Parish, Louisiana",Iberville Parish,LA,Louisiana,Iberville,NA,IBERVILLE,12940,"Baton Rouge, LA"
22063,"Livingston Parish, Louisiana",Livingston Parish,LA,Louisiana,Livingston,NA,LIVINGSTON,12940,"Baton Rouge, LA"
22067,"Morehouse Parish, Louisiana",Morehouse Parish,LA,Louisiana,Morehouse,NA,MOREHOUSE,33740,"Monroe, LA"
22071,"Orleans Parish, Louisiana",Orleans Parish,LA,Louisiana,Orleans,NA,ORLEANS,35380,"New Orleans-Metairie, LA"
22109,"Terrebonne Parish, Louisiana",Terrebonne Parish,LA,Louisiana,Terrebonne,NA,TERREBONNE,26380,"Houma-Thibodaux, LA"
22019,"Calcasieu Parish, Louisiana",Calcasieu Parish,LA,Louisiana,Calcasieu,NA,CALCASIEU,29340,"Lake Charles, LA"
22027,"Claiborne Parish, Louisiana",Claiborne Parish,LA,Louisiana,Claiborne,NA,CLAIBORNE,NA,NA
22009,"Avoyelles Parish, Louisiana",Avoyelles Parish,LA,Louisiana,Avoyelles,NA,AVOYELLES,NA,NA
22049,"Jackson Parish, Louisiana",Jackson Parish,LA,Louisiana,Jackson,NA,JACKSON,NA,NA
22077,"Pointe Coupee Parish, Louisiana",Pointe Coupee Parish,LA,Louisiana,Pointe Coupee,NA,POINTE COUPEE,12940,"Baton Rouge, LA"
22089,"St. Charles Parish, Louisiana",St. Charles Parish,LA,Louisiana,St. Charles,NA,ST CHARLES,35380,"New Orleans-Metairie, LA"
22057,"Lafourche Parish, Louisiana",Lafourche Parish,LA,Louisiana,Lafourche,NA,LAFOURCHE,26380,"Houma-Thibodaux, LA"
22107,"Tensas Parish, Louisiana",Tensas Parish,LA,Louisiana,Tensas,NA,TENSAS,NA,NA
22059,"LaSalle Parish, Louisiana",La Salle Parish,LA,Louisiana,La Salle,NA,LA SALLE,NA,NA
23015,"Lincoln County, Maine",Lincoln County,ME,Maine,Lincoln,NA,LINCOLN,NA,NA
23027,"Waldo County, Maine",Waldo County,ME,Maine,Waldo,NA,WALDO,NA,NA
23021,"Piscataquis County, Maine",Piscataquis County,ME,Maine,Piscataquis,NA,PISCATAQUIS,NA,NA
23003,"Aroostook County, Maine",Aroostook County,ME,Maine,Aroostook,NA,AROOSTOOK,NA,NA
23029,"Washington County, Maine",Washington County,ME,Maine,Washington,NA,WASHINGTON,NA,NA
23013,"Knox County, Maine",Knox County,ME,Maine,Knox,NA,KNOX,NA,NA
23023,"Sagadahoc County, Maine",Sagadahoc County,ME,Maine,Sagadahoc,NA,SAGADAHOC,38860,"Portland-South Portland, ME"
23011,"Kennebec County, Maine",Kennebec County,ME,Maine,Kennebec,NA,KENNEBEC,12300,"Augusta-Waterville, ME"
23007,"Franklin County, Maine",Franklin County,ME,Maine,Franklin,NA,FRANKLIN,NA,NA
23009,"Hancock County, Maine",Hancock County,ME,Maine,Hancock,NA,HANCOCK,NA,NA
24510,"Baltimore city, Maryland",Baltimore,MD,Maryland,Baltimore City,NA,BALTIMORE CITY,12580,"Baltimore-Columbia-Towson, MD"
24039,"Somerset County, Maryland",Somerset County,MD,Maryland,Somerset,NA,SOMERSET,41540,"Salisbury, MD-DE"
24025,"Harford County, Maryland",Harford County,MD,Maryland,Harford,NA,HARFORD,12580,"Baltimore-Columbia-Towson, MD"
24001,"Allegany County, Maryland",Allegany County,MD,Maryland,Allegany,NA,ALLEGANY,19060,"Cumberland, MD-WV"
31093,"Howard County, Nebraska",Howard County,NE,Nebraska,Howard,NA,HOWARD,24260,"Grand Island, NE"
31073,"Gosper County, Nebraska",Gosper County,NE,Nebraska,Gosper,NA,GOSPER,30420,"Lexington, NE"
31153,"Sarpy County, Nebraska",Sarpy County,NE,Nebraska,Sarpy,NA,SARPY,36540,"Omaha-Council Bluffs, NE-IA"
31015,"Boyd County, Nebraska",Boyd County,NE,Nebraska,Boyd,NA,BOYD,NA,NA
31059,"Fillmore County, Nebraska",Fillmore County,NE,Nebraska,Fillmore,NA,FILLMORE,NA,NA
31091,"Hooker County, Nebraska",Hooker County,NE,Nebraska,Hooker,NA,HOOKER,NA,NA
31159,"Seward County, Nebraska",Seward County,NE,Nebraska,Seward,NA,SEWARD,30700,"Lincoln, NE"
31181,"Webster County, Nebraska",Webster County,NE,Nebraska,Webster,NA,WEBSTER,NA,NA
31023,"Butler County, Nebraska",Butler County,NE,Nebraska,Butler,NA,BUTLER,NA,NA
31005,"Arthur County, Nebraska",Arthur County,NE,Nebraska,Arthur,NA,ARTHUR,NA,NA
31067,"Gage County, Nebraska",Gage County,NE,Nebraska,Gage,NA,GAGE,13100,"Beatrice, NE"
31099,"Kearney County, Nebraska",Kearney County,NE,Nebraska,Kearney,NA,KEARNEY,28260,"Kearney, NE"
31119,"Madison County, Nebraska",Madison County,NE,Nebraska,Madison,NA,MADISON,35740,"Norfolk, NE"
31137,"Phelps County, Nebraska",Phelps County,NE,Nebraska,Phelps,NA,PHELPS,NA,NA
31179,"Wayne County, Nebraska",Wayne County,NE,Nebraska,Wayne,NA,WAYNE,NA,NA
31107,"Knox County, Nebraska",Knox County,NE,Nebraska,Knox,NA,KNOX,NA,NA
31121,"Merrick County, Nebraska",Merrick County,NE,Nebraska,Merrick,NA,MERRICK,24260,"Grand Island, NE"
31133,"Pawnee County, Nebraska",Pawnee County,NE,Nebraska,Pawnee,NA,PAWNEE,NA,NA
31183,"Wheeler County, Nebraska",Wheeler County,NE,Nebraska,Wheeler,NA,WHEELER,NA,NA
32015,"Lander County, Nevada",Lander County,NV,Nevada,Lander,NA,LANDER,NA,NA
32009,"Esmeralda County, Nevada",Esmeralda County,NV,Nevada,Esmeralda,NA,ESMERALDA,NA,NA
32021,"Mineral County, Nevada",Mineral County,NV,Nevada,Mineral,NA,MINERAL,NA,NA
32017,"Lincoln County, Nevada",Lincoln County,NV,Nevada,Lincoln,NA,LINCOLN,NA,NA
32031,"Washoe County, Nevada",Washoe County,NV,Nevada,Washoe,NA,WASHOE,39900,"Reno, NV"
32510,"Carson City, Nevada",Carson City,NV,Nevada,Carson City,NA,CARSON CITY,16180,"Carson City, NV"
33013,"Merrimack County, New Hampshire",Merrimack County,NH,New Hampshire,Merrimack,NA,MERRIMACK,18180,"Concord, NH"
33001,"Belknap County, New Hampshire",Belknap County,NH,New Hampshire,Belknap,NA,BELKNAP,29060,"Laconia, NH"
33017,"Strafford County, New Hampshire",Strafford County,NH,New Hampshire,Strafford,NA,STRAFFORD,14460,"Boston-Cambridge-Newton, MA-NH"
34025,"Monmouth County, New Jersey",Monmouth County,NJ,New Jersey,Monmouth,NEW YORK,MONMOUTH,35620,"New York-Newark-Jersey City, NY-NJ-PA"
34037,"Sussex County, New Jersey",Sussex County,NJ,New Jersey,Sussex,NEW YORK,SUSSEX,35620,"New York-Newark-Jersey City, NY-NJ-PA"
34013,"Essex County, New Jersey",Essex County,NJ,New Jersey,Essex,NEW YORK,ESSEX,35620,"New York-Newark-Jersey City, NY-NJ-PA"
34015,"Gloucester County, New Jersey",Gloucester County,NJ,New Jersey,Gloucester,PHILADELPHIA,GLOUCESTER,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
34031,"Passaic County, New Jersey",Passaic County,NJ,New Jersey,Passaic,NEW YORK,PASSAIC,35620,"New York-Newark-Jersey City, NY-NJ-PA"
34003,"Bergen County, New Jersey",Bergen County,NJ,New Jersey,Bergen,NEW YORK,BERGEN,35620,"New York-Newark-Jersey City, NY-NJ-PA"
34041,"Warren County, New Jersey",Warren County,NJ,New Jersey,Warren,NEW YORK,WARREN,10900,"Allentown-Bethlehem-Easton, PA-NJ"
34005,"Burlington County, New Jersey",Burlington County,NJ,New Jersey,Burlington,PHILADELPHIA,BURLINGTON,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
